model_family,latent_dim,target,arm,mae,r2
cvae,8,peak_speed_tracker_units_s_sd,direct_context,1.7073778429041588,0.4666787750204573
cvae,8,peak_speed_tracker_units_s_sd,latent_probe,2.4411702581548855,0.006947767675542578
spline_pca,3,curvature_index_mean,development_constant,0.015715778847694335,-0.19878522204786497
spline_pca,3,curvature_index_mean,direct_context,0.008086585024790609,0.10352986469617198
spline_pca,3,curvature_index_mean,latent_probe,0.016310264229277515,-0.29500148266307913
spline_pca,3,curvature_index_sd,development_constant,0.054119437963674,-0.1235650321086268
spline_pca,3,curvature_index_sd,direct_context,0.039296494581096485,-0.11614150886887198
spline_pca,3,curvature_index_sd,latent_probe,0.053105543452050596,-0.10965263583866958
spline_pca,3,initiation_time_s_mean,development_constant,0.03038119246223941,-0.11572525170944692
spline_pca,3,initiation_time_s_mean,direct_context,0.009274765744360845,0.911536171936868
spline_pca,3,initiation_time_s_mean,latent_probe,0.01692248390811494,0.6238208590278886
spline_pca,3,initiation_time_s_sd,development_constant,0.01402803906771552,-0.046102410308510366
spline_pca,3,initiation_time_s_sd,direct_context,0.010928194745774574,0.4049732329750291
spline_pca,3,initiation_time_s_sd,latent_probe,0.012526588422658065,0.0883908132094613
spline_pca,3,max_lateral_deviation_mean,development_constant,0.21386675397295812,-0.1138153861432658
spline_pca,3,max_lateral_deviation_mean,direct_context,0.03830300779219764,0.9628798991285201
spline_pca,3,max_lateral_deviation_mean,latent_probe,0.2208242330339161,-0.22725872695651872
spline_pca,3,max_lateral_deviation_sd,development_constant,0.10394045872296068,-0.2153357528484987
spline_pca,3,max_lateral_deviation_sd,direct_context,0.06695761603826796,0.27222326617259407
spline_pca,3,max_lateral_deviation_sd,latent_probe,0.11647162801962874,-0.3489213549085697
spline_pca,3,movement_time_s_mean,development_constant,0.048762006937175216,-0.09447728304811642
spline_pca,3,movement_time_s_mean,direct_context,0.011049426775781449,0.924468009833891
spline_pca,3,movement_time_s_mean,latent_probe,0.03189287841962933,0.35190288854835317
spline_pca,3,movement_time_s_sd,development_constant,0.03244078483683542,-0.10032126529847196
spline_pca,3,movement_time_s_sd,direct_context,0.027879019640692417,0.016574899146142075
