check,passed,detail
unconditional_vae\fold1\unconditional_vae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold1\unconditional_vae_z8_seed43/selected epoch,True,
unconditional_vae\fold1\unconditional_vae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold1\unconditional_vae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold1\unconditional_vae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/prediction IDs,True,
unconditional_vae\fold1\unconditional_vae_z8_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/independent timing predictions,True,max_abs_error=5.0865173406577924e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/independent trajectory MSE,True,max_abs_error=2.223358164243905e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold1\unconditional_vae_z8_seed43/variational sampling behaviour,True,
unconditional_vae\fold1\unconditional_vae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold1\unconditional_vae_z8_seed43/condition swap behaviour,True,
unconditional_vae\fold1\unconditional_vae_z8_seed44/effective flags,True,
unconditional_vae\fold1\unconditional_vae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold1\unconditional_vae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold1\unconditional_vae_z8_seed44/selected epoch,True,
unconditional_vae\fold1\unconditional_vae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold1\unconditional_vae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold1\unconditional_vae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/prediction IDs,True,
unconditional_vae\fold1\unconditional_vae_z8_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/independent timing predictions,True,max_abs_error=4.4825744671683765e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/independent trajectory MSE,True,max_abs_error=3.9686584463183294e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold1\unconditional_vae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold1\unconditional_vae_z8_seed44/variational sampling behaviour,True,
unconditional_vae\fold1\unconditional_vae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold1\unconditional_vae_z8_seed44/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed42/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed42/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z3_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/independent timing predictions,True,max_abs_error=2.6966095023617243e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/independent trajectory MSE,True,max_abs_error=4.755249030097275e-07; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed42/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z3_seed42/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed43/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed43/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z3_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/independent timing predictions,True,max_abs_error=4.03717042019025e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/independent trajectory MSE,True,max_abs_error=4.368896489026497e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed43/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z3_seed43/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed44/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed44/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z3_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/independent timing predictions,True,max_abs_error=2.9347228980292073e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/independent trajectory MSE,True,max_abs_error=3.7152099530146643e-07; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z3_seed44/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z3_seed44/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed42/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed42/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z8_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/independent timing predictions,True,max_abs_error=4.8033142130421425e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/independent trajectory MSE,True,max_abs_error=2.761230466497011e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed42/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z8_seed42/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed43/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed43/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z8_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/independent timing predictions,True,max_abs_error=3.589782715529566e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/independent trajectory MSE,True,max_abs_error=4.910125728230241e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed43/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z8_seed43/condition swap behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed44/effective flags,True,
unconditional_vae\fold2\unconditional_vae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold2\unconditional_vae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed44/selected epoch,True,
unconditional_vae\fold2\unconditional_vae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold2\unconditional_vae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/prediction IDs,True,
unconditional_vae\fold2\unconditional_vae_z8_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/independent timing predictions,True,max_abs_error=4.5907592838290157e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/independent trajectory MSE,True,max_abs_error=2.269287113776386e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold2\unconditional_vae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold2\unconditional_vae_z8_seed44/variational sampling behaviour,True,
unconditional_vae\fold2\unconditional_vae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold2\unconditional_vae_z8_seed44/condition swap behaviour,True,
unconditional_vae\fold3\unconditional_vae_z3_seed42/effective flags,True,
unconditional_vae\fold3\unconditional_vae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed42/selected epoch,True,
unconditional_vae\fold3\unconditional_vae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold3\unconditional_vae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/prediction IDs,True,
unconditional_vae\fold3\unconditional_vae_z3_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/independent timing predictions,True,max_abs_error=2.8662109352595166e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/independent trajectory MSE,True,max_abs_error=2.6251220752726567e-07; atol=2e-06; rtol=2e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold3\unconditional_vae_z3_seed42/variational sampling behaviour,True,
unconditional_vae\fold3\unconditional_vae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold3\unconditional_vae_z3_seed42/condition swap behaviour,True,
unconditional_vae\fold3\unconditional_vae_z3_seed43/effective flags,True,
unconditional_vae\fold3\unconditional_vae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed43/selected epoch,True,
unconditional_vae\fold3\unconditional_vae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold3\unconditional_vae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/prediction IDs,True,
unconditional_vae\fold3\unconditional_vae_z3_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/independent timing predictions,True,max_abs_error=3.833007795606136e-07; atol=2e-06; rtol=2e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/independent trajectory MSE,True,max_abs_error=4.401855466795723e-07; atol=2e-06; rtol=2e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
unconditional_vae\fold3\unconditional_vae_z3_seed43/variational sampling behaviour,True,
unconditional_vae\fold3\unconditional_vae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.0, 'decoder_condition0_gradient': 0.0, 'encoder_condition1_gradient': 0.0, 'decoder_condition1_gradient': 0.0, 'encoder_condition2_gradient': 0.0, 'decoder_condition2_gradient': 0.0, 'encoder_condition3_gradient': 0.0, 'decoder_condition3_gradient': 0.0, 'encoder_condition4_gradient': 0.0, 'decoder_condition4_gradient': 0.0}"
unconditional_vae\fold3\unconditional_vae_z3_seed43/condition swap behaviour,True,
unconditional_vae\fold3\unconditional_vae_z3_seed44/effective flags,True,
unconditional_vae\fold3\unconditional_vae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold3\unconditional_vae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed44/selected epoch,True,
unconditional_vae\fold3\unconditional_vae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
unconditional_vae\fold3\unconditional_vae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
unconditional_vae\fold3\unconditional_vae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed44/prediction IDs,True,
unconditional_vae\fold3\unconditional_vae_z3_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
unconditional_vae\fold3\unconditional_vae_z3_seed44/independent timing predictions,True,max_abs_error=3.8365173260501706e-08; atol=2e-06; rtol=2e-05
unconditional_vae\fold3\unconditional_vae_z3_seed44/independent trajectory MSE,True,max_abs_error=3.887939445945676e-07; atol=2e-06; rtol=2e-05
