run,subject,n_generated,n_query,max_metric_difference,movement_floor_count,initiation_floor_count,crop_cap_count,energy_distance,mmd_rbf,ks_initiation_time_s,ks_movement_time_s,ks_peak_speed_tracker_units_s,ks_time_to_peak_speed,ks_path_length,ks_straight_line_dist,ks_curvature_index,ks_max_lateral_deviation,ks_n_submovements,ks_end_x,ks_end_y
cvae\fold0\cvae_z4_seed44,subject34,120,90,5.551115123125783e-17,0,1,0,0.6006229818972217,0.11030040360730087,0.18055555555555547,0.18333333333333324,0.18611111111111112,0.45000000000000007,0.35555555555555557,0.40555555555555556,0.4388888888888889,0.3138888888888889,0.036111111111111094,0.15555555555555556,0.41111111111111115
cvae\fold0\cvae_z4_seed44,subject35,120,86,1.0278236595162582e-16,0,11,0,0.5008169769523145,0.08530025653489237,0.20581395348837206,0.44864341085271314,0.5133720930232558,0.22674418604651164,0.17732558139534885,0.16724806201550388,0.20193798449612402,0.2503875968992248,0.003294573643410903,0.12054263565891471,0.18391472868217054
cvae\fold0\cvae_z8_seed42,subject05,120,90,1.1102230246251565e-16,0,0,0,0.3572152924764911,0.07043738692280033,0.1916666666666667,0.38333333333333336,0.19999999999999998,0.3194444444444444,0.3138888888888889,0.29444444444444445,0.24444444444444446,0.3472222222222222,0.002777777777777768,0.18333333333333335,0.30833333333333335
cvae\fold0\cvae_z8_seed42,subject13,120,90,1.465841337200402e-16,0,0,0,0.22150024916091615,0.034132546834857,0.1833333333333334,0.20833333333333331,0.12222222222222223,0.19444444444444442,0.25277777777777777,0.25,0.25,0.20555555555555555,0.005555555555555647,0.16666666666666669,0.26666666666666666
cvae\fold0\cvae_z8_seed42,subject19,120,90,8.326672684688674e-17,0,1,0,0.14529063921965069,0.02046471097237723,0.08611111111111114,0.3027777777777777,0.15277777777777785,0.12777777777777777,0.1972222222222222,0.17500000000000002,0.28888888888888886,0.22777777777777775,0.0,0.1,0.1861111111111111
cvae\fold0\cvae_z8_seed42,subject24,120,90,8.326672684688674e-17,0,1,0,0.13703543418860464,0.013491526709067059,0.24166666666666664,0.18888888888888888,0.18055555555555558,0.1333333333333333,0.16944444444444445,0.19444444444444442,0.14722222222222214,0.17500000000000004,0.022222222222222254,0.175,0.19166666666666665
cvae\fold0\cvae_z8_seed42,subject27,120,90,2.3592239273284576e-16,0,0,0,0.5149497715074669,0.10199763664981454,0.6111111111111112,0.3222222222222222,0.43888888888888883,0.33611111111111114,0.09999999999999998,0.13888888888888887,0.09722222222222224,0.10555555555555557,0.01388888888888895,0.2861111111111111,0.1416666666666667
cvae\fold0\cvae_z8_seed42,subject34,120,90,8.326672684688674e-17,0,2,0,0.5572206164930722,0.09881730164222968,0.16944444444444445,0.28333333333333327,0.18611111111111106,0.4888888888888889,0.35,0.3861111111111111,0.21111111111111114,0.18611111111111112,0.019444444444444375,0.18333333333333335,0.37222222222222223
cvae\fold0\cvae_z8_seed42,subject35,120,86,1.1102230246251565e-16,0,4,0,0.5245867854664037,0.09238646445799903,0.22228682170542635,0.4670542635658915,0.5073643410852713,0.17674418604651165,0.2439922480620155,0.2436046511627907,0.1746124031007752,0.13372093023255816,0.03837209302325584,0.1308139534883721,0.25058139534883717
cvae\fold0\cvae_z8_seed43,subject05,120,90,1.3877787807814457e-16,0,0,0,0.288949419541241,0.053640150889093574,0.16666666666666674,0.2666666666666667,0.20833333333333334,0.23611111111111105,0.28055555555555556,0.2583333333333333,0.3583333333333334,0.4305555555555555,0.011111111111111072,0.25,0.2611111111111111
cvae\fold0\cvae_z8_seed43,subject13,120,90,1.465841337200402e-16,0,0,0,0.16744561409428105,0.022866407236462605,0.08611111111111114,0.17222222222222225,0.22500000000000003,0.11111111111111116,0.23333333333333334,0.22499999999999998,0.375,0.3277777777777777,0.005555555555555647,0.09722222222222221,0.2277777777777778
cvae\fold0\cvae_z8_seed43,subject19,120,90,1.1102230246251565e-16,0,0,0,0.20562173763530378,0.0353766105933504,0.2138888888888889,0.28055555555555556,0.1111111111111111,0.1777777777777778,0.2388888888888889,0.19722222222222222,0.3638888888888888,0.3027777777777778,0.0,0.11111111111111116,0.20555555555555555
cvae\fold0\cvae_z8_seed43,subject24,120,90,9.71445146547012e-17,0,5,0,0.11963669926297182,0.010789276731818953,0.11944444444444441,0.25555555555555554,0.21111111111111114,0.19444444444444448,0.1138888888888889,0.13333333333333336,0.15555555555555556,0.17777777777777776,0.047222222222222276,0.1111111111111111,0.13333333333333336
cvae\fold0\cvae_z8_seed43,subject27,120,90,1.3877787807814457e-16,0,0,0,0.4384040702400891,0.08310499156743179,0.5694444444444444,0.39722222222222214,0.4972222222222222,0.35555555555555557,0.16666666666666674,0.14722222222222223,0.1333333333333333,0.1388888888888889,0.011111111111111072,0.18055555555555558,0.16666666666666666
